Common.Name,Scientific.Name,Migratory.Status,IUCN,WLPA.Schedule,CITES.Appendix,CMS.Appendix,Long.Term.Trend.Mean,Long.Term.Trend.Lower,Long.Term.Trend.Upper,Long.Term.Trend,Current.Annual.Change.Mean,Current.Annual.Change.Lower,Current.Annual.Change.Upper,Current.Annual.Change,Range.Size.Mean,Range.Size.Lower,Range.Size.Upper,Range.Size,Long.Term.Status,Current.Status,Range.Status,Concern.Status
Himalayan Cuckoo,Cuculus saturatus,S,Least Concern,Schedule-IV,,,,,,,-9.057814296,-16.32227626,-1.793352332,-9.06±7.26,7.5513054,7.4926054,7.6100054,7.55±0.06,Data Deficient,Moderate Decline,Moderate,Moderate
Common Cuckoo,Cuculus canorus,S,Least Concern,Schedule-IV,,,-63.78587332,-80.50801383,-47.06373281,-63.79±16.72,-8.626514072,-14.56908579,-2.683942355,-8.63±5.94,37.3311309,37.2522309,37.4100309,37.33±0.08,Moderate Decline,Moderate Decline,Large,Moderate
White-rumped Spinetail,Zoonavena sylvatica,R,Least Concern,Schedule-IV,,,-76.5324056,-87.77376989,-65.29104131,-76.53±11.24,-6.188194956,-12.90089913,0.524509213,-6.19±6.71,23.4585118,23.3860118,23.5310118,23.46±0.07,Strong Decline,Uncertain,Moderate,Moderate
Brown-backed Needletail,Hirundapus giganteus,R,Least Concern,Schedule-IV,,,-64.71277344,-91.25789875,-38.16764813,-64.71±26.55,-10.70119918,-19.46079417,-1.941604186,-10.7±8.76,14.0272249,13.9755249,14.0789249,14.03±0.05,Moderate Decline,Moderate Decline,Moderate,Moderate
Glossy Swiftlet,Collocalia esculenta,R,Least Concern,Schedule-IV,,,,,,,-3.440960086,-7.538599176,0.656679004,-3.44±4.1,0.6150562,0.6118562,0.6182562,0.62±0,Data Deficient,Uncertain,Very Restricted,High
Indian Swiftlet,Aerodramus unicolor,R,Least Concern,Schedule-I,,,-24.61004036,-69.78223043,20.56214971,-24.61±45.17,-3.229720841,-12.03116498,5.5717233,-3.23±8.8,12.0546419,12.0220419,12.0872419,12.05±0.03,Uncertain,Uncertain,Moderate,Low
Himalayan Swiftlet,Aerodramus brevirostris,R,Least Concern,Schedule-IV,,,-77.52145134,-91.54456413,-63.49833855,-77.52±14.02,-8.817329114,-17.4888174,-0.145840825,-8.82±8.67,19.5119691,19.3145691,19.7093691,19.51±0.2,Strong Decline,Uncertain,Moderate,Moderate
Alpine Swift,Tachymarptis melba,LM,Least Concern,Schedule-IV,,,-45.70556014,-66.88477895,-24.52634133,-45.71±21.18,1.096719775,-6.10613661,8.29957616,1.1±7.2,14.9386648,14.8369648,15.0403648,14.94±0.1,Stable,Uncertain,Moderate,Low
Blyth's Swift,Apus leuconyx,LM,Least Concern,Schedule-IV,,,,,,,,,,,1.2359222,1.1418222,1.3300222,1.24±0.09,Data Deficient,Data Deficient,Restricted,Moderate
Dark-rumped Swift,Apus acuticauda,R,Vulnerable,Schedule-IV,,,,,,,,,,,2.4099894,2.2812894,2.5386894,2.41±0.13,Data Deficient,Data Deficient,Restricted,High
Indian House Swift,Apus affinis,R,Least Concern,Schedule-IV,,,-45.24231816,-53.58472376,-36.89991256,-45.24±8.34,6.187451223,3.007886505,9.367015941,6.19±3.18,178.6575289,178.5359289,178.7791289,178.66±0.12,Moderate Decline,Strong Increase,Very Large,Low
Asian Palm Swift,Cypsiurus balasiensis,R,Least Concern,Schedule-IV,,,-18.33932933,-36.9748769,0.29621824,-18.34±18.64,2.871466204,-1.450947048,7.193879456,2.87±4.32,117.1414779,117.0658779,117.2170779,117.14±0.08,Stable,Uncertain,Very Large,Low
Crested Treeswift,Hemiprocne coronata,R,Least Concern,Schedule-IV,,,-75.31941272,-82.77223739,-67.86658805,-75.32±7.45,-9.359277819,-13.15377227,-5.564783364,-9.36±3.79,56.6357344,56.5525344,56.7189344,56.64±0.08,Strong Decline,Strong Decline,Large,High
Slaty-breasted Rail,Lewinia striata,R,Least Concern,Schedule-IV,,,,,,,-6.366453763,-17.30060415,4.567696627,-6.37±10.93,16.0046798,15.9141798,16.0951798,16±0.09,Data Deficient,Uncertain,Moderate,Low
Common Moorhen,Gallinula chloropus,LM,Least Concern,Schedule-IV,,,41.43843061,10.31123592,72.5656253,41.44±31.13,-0.358483044,-4.091361625,3.374395537,-0.36±3.73,35.2492226,35.1680226,35.3304226,35.25±0.08,Uncertain,Uncertain,Large,Low
Common Coot,Fulica atra,LM,Least Concern,Schedule-IV,,,12.61875931,-9.08548244,34.32300106,12.62±21.7,-6.621203106,-9.025056644,-4.217349568,-6.62±2.4,37.125156,37.048256,37.202056,37.13±0.08,Stable,Strong Decline,Large,Moderate
Purple Swamphen,Porphyrio porphyrio,R,Least Concern,Schedule-IV,,,35.24743011,7.27419035,63.22066987,35.25±27.97,-10.74145948,-12.98580345,-8.497115515,-10.74±2.24,114.368831,114.284731,114.452931,114.37±0.08,Uncertain,Strong Decline,Very Large,Moderate
Watercock,Gallicrex cinerea,S,Least Concern,Schedule-IV,,,,,,,-12.32233803,-20.03608252,-4.608593545,-12.32±7.71,14.1876531,14.1227531,14.2525531,14.19±0.06,Data Deficient,Strong Decline,Moderate,Moderate
White-breasted Waterhen,Amaurornis phoenicurus,R,Least Concern,Schedule-IV,,,37.14136011,17.38270181,56.90001841,37.14±19.76,-0.884513671,-3.171035502,1.40200816,-0.88±2.29,174.2962463,174.1994463,174.3930463,174.3±0.1,Stable,Uncertain,Very Large,Low
Andaman Crake,Rallina canningi,R,Least Concern,Schedule-IV,,,,,,,,,,,0.4867197,0.4478197,0.5256197,0.49±0.04,Data Deficient,Data Deficient,Restricted,Moderate
Slaty-legged Crake,Rallina eurizonoides,R,Least Concern,Schedule-IV,,,,,,,,,,,8.2744617,8.1587617,8.3901617,8.27±0.12,Data Deficient,Data Deficient,Moderate,Moderate
Ruddy-breasted Crake,Zapornia fusca,R,Least Concern,Schedule-IV,,,,,,,1.640884557,-6.946229033,10.22799815,1.64±8.59,35.7618739,35.6628739,35.8608739,35.76±0.1,Data Deficient,Uncertain,Large,Low
Brown Crake,Zapornia akool,R,Least Concern,Schedule-IV,,,-57.75015235,-76.5532512,-38.9470535,-57.75±18.8,-3.528210799,-10.17964435,3.123222751,-3.53±6.65,35.886987,35.783287,35.990687,35.89±0.1,Moderate Decline,Uncertain,Large,Moderate
Baillon's Crake,Zapornia pusilla,W/P,Least Concern,Schedule-IV,,,,,,,17.67437004,-9.75504443,45.10378451,17.67±27.43,14.9199113,14.8410113,14.9988113,14.92±0.08,Data Deficient,Uncertain,Moderate,Low
Black-tailed Crake,Zapornia bicolor,R,Least Concern,Schedule-IV,,,,,,,,,,,2.6267171,2.5672171,2.6862171,2.63±0.06,Data Deficient,Data Deficient,Restricted,Moderate
Demoiselle Crane,Grus virgo,W/P,Least Concern,Schedule-IV,Appendix II,Appendix II,,,,,-1.358290574,-22.90568233,20.18910119,-1.36±21.55,14.7106192,14.6289192,14.7923192,14.71±0.08,Data Deficient,Uncertain,Moderate,Low
Sarus Crane,Antigone antigone,R,Vulnerable,Schedule-IV,Appendix II,Appendix II,-49.85807901,-70.38151311,-29.33464491,-49.86±20.52,-7.388347427,-12.95141849,-1.825276369,-7.39±5.56,33.1436412,33.0729412,33.2143412,33.14±0.07,Moderate Decline,Moderate Decline,Large,Moderate
Common Crane,Grus grus,W/P,Least Concern,Schedule-IV,Appendix II,Appendix II,-72.85383506,-87.05803429,-58.64963583,-72.85±14.2,-4.236652788,-13.03515277,4.561847194,-4.24±8.8,16.4712266,16.4043266,16.5381266,16.47±0.07,Strong Decline,Uncertain,Moderate,Moderate
Black-necked Crane,Grus nigricollis,S,Vulnerable,Schedule-I,Appendix I,Appendix I,,,,,,,,,1.5852774,1.5402774,1.6302774,1.59±0.04,Data Deficient,Data Deficient,Restricted,High
Indian Thick-knee,Burhinus indicus,R,Least Concern,Schedule-IV,,,-62.12811271,-72.89291977,-51.36330565,-62.13±10.76,-4.4782304,-8.958533176,0.002072376,-4.48±4.48,76.0387211,75.9409211,76.1365211,76.04±0.1,Strong Decline,Uncertain,Large,Moderate
Great Thick-knee,Esacus recurvirostris,R,Near Threatened,Schedule-IV,,,-55.22955143,-75.08311534,-35.37598752,-55.23±19.85,-3.538432373,-10.09634247,3.019477724,-3.54±6.56,33.3922975,33.3149975,33.4695975,33.39±0.08,Moderate Decline,Uncertain,Large,Moderate
Black-winged Stilt,Himantopus himantopus,LM,Least Concern,Schedule-IV,,Appendix II,-14.0465435,-31.89739778,3.80431078,-14.05±17.85,0.228626129,-3.468274273,3.925526531,0.23±3.7,53.7457902,53.6651902,53.8263902,53.75±0.08,Stable,Uncertain,Large,Low
Pied Avocet,Recurvirostra avosetta,W/P,Least Concern,Schedule-IV,,Appendix II,-26.5507111,-63.56591563,10.46449343,-26.55±37.02,-8.845955401,-16.16802186,-1.523888943,-8.85±7.32,21.9785387,21.9067387,22.0503387,21.98±0.07,Uncertain,Moderate Decline,Moderate,Moderate
Eurasian Oystercatcher,Haematopus ostralegus,W/P,Near Threatened,Schedule-IV,,Appendix II,,,,,-0.644783426,-44.26456293,42.97499607,-0.64±43.62,2.8359705,2.7959705,2.8759705,2.84±0.04,Data Deficient,Uncertain,Restricted,Moderate
Grey Plover,Pluvialis squatarola,W/P,Least Concern,Schedule-IV,,Appendix II,-86.79352913,-100,-69.48891597,-86.79±17.3,-3.394827077,-25.2155995,18.42594534,-3.39±21.82,5.3365338,5.2950338,5.3780338,5.34±0.04,Strong Decline,Uncertain,Moderate,Moderate
Pacific Golden Plover,Pluvialis fulva,W/P,Least Concern,Schedule-IV,,Appendix II,-88.46129839,-94.30544988,-82.6171469,-88.46±5.84,-11.17859498,-17.13143502,-5.225754945,-11.18±5.95,16.8341698,16.7811698,16.8871698,16.83±0.05,Strong Decline,Strong Decline,Moderate,High
Northern Lapwing,Vanellus vanellus,W/P,Near Threatened,Schedule-IV,,Appendix II,,,,,6.018265734,-14.61480377,26.65133523,6.02±20.63,6.7241511,6.6570511,6.7912511,6.72±0.07,Data Deficient,Uncertain,Moderate,Moderate
River Lapwing,Vanellus duvaucelii,R,Near Threatened,Schedule-IV,,Appendix II,-26.79432849,-53.06483421,-0.52382277,-26.79±26.27,-3.015883176,-8.918322787,2.886556435,-3.02±5.9,38.0892334,38.0123334,38.1661334,38.09±0.08,Uncertain,Uncertain,Large,Moderate
Yellow-wattled Lapwing,Vanellus malabaricus,R,Least Concern,Schedule-IV,,Appendix II,-47.44415,-58.31370166,-36.57459834,-47.44±10.87,-5.900961071,-8.817103284,-2.984818858,-5.9±2.92,121.2639236,121.1603236,121.3675236,121.26±0.1,Moderate Decline,Strong Decline,Very Large,Moderate
Grey-headed Lapwing,Vanellus cinereus,W/P,Least Concern,Schedule-IV,,Appendix II,10.08803466,-99.34065564,119.516725,10.09±109.43,-11.0196283,-22.2727809,0.2335243,-11.02±11.25,16.4727799,16.4138799,16.5316799,16.47±0.06,Uncertain,Uncertain,Moderate,Low
Red-wattled Lapwing,Vanellus indicus,R,Least Concern,Schedule-IV,,Appendix II,5.999759703,-6.255905507,18.25542491,6±12.26,-2.953931186,-4.670232653,-1.237629719,-2.95±1.72,203.0036873,202.9328873,203.0744873,203±0.07,Stable,Moderate Decline,Very Large,Low
Sociable Lapwing,Vanellus gregarius,W/P,Critically Endangered,Schedule-IV,,Appendix I,,,,,,,,,0.5227379,0.4523379,0.5931379,0.52±0.07,Data Deficient,Data Deficient,Very Restricted,High
White-tailed Lapwing,Vanellus leucurus,W/P,Least Concern,Schedule-IV,,Appendix II,-51.38309004,-82.61922098,-20.1469591,-51.38±31.24,-11.08282438,-18.75255003,-3.413098728,-11.08±7.67,18.2091409,18.1037409,18.3145409,18.21±0.11,Uncertain,Strong Decline,Moderate,Moderate
Lesser Sand Plover,Charadrius mongolus,LM,Least Concern,Schedule-IV,,Appendix II,-72.47281169,-88.20269512,-56.74292826,-72.47±15.73,-6.289249509,-14.4915995,1.913100485,-6.29±8.2,14.8531278,14.8027278,14.9035278,14.85±0.05,Strong Decline,Uncertain,Moderate,Moderate
Greater Sand Plover,Charadrius leschenaultii,W/P,Least Concern,Schedule-IV,,Appendix II,,,,,-9.264966895,-18.99810381,0.468170022,-9.26±9.73,7.9699091,7.9277091,8.0121091,7.97±0.04,Data Deficient,Uncertain,Moderate,Low
Kentish Plover,Charadrius alexandrinus,LM,Least Concern,Schedule-IV,,Appendix II,-65.98916076,-77.66587156,-54.31244996,-65.99±11.68,-5.383067833,-10.6312053,-0.134930365,-5.38±5.25,6.0067377,5.9449377,6.0685377,6.01±0.06,Strong Decline,Uncertain,Moderate,Moderate
Little Ringed Plover,Charadrius dubius,LM,Least Concern,Schedule-IV,,Appendix II,-57.31160337,-65.6299124,-48.99329434,-57.31±8.32,-4.959005113,-7.757542766,-2.16046746,-4.96±2.8,30.8000172,30.7019172,30.8981172,30.8±0.1,Moderate Decline,Moderate Decline,Large,Moderate
Greater Painted-snipe,Rostratula benghalensis,R,Least Concern,Schedule-IV,,,-51.73690013,-66.93772467,-36.53607559,-51.74±15.2,-3.300841949,-8.076405319,1.474721421,-3.3±4.78,84.2980352,84.1478352,84.4482352,84.3±0.15,Moderate Decline,Uncertain,Large,Moderate
Pheasant-tailed Jacana,Hydrophasianus chirurgus,R,Least Concern,Schedule-IV,,,-41.66954482,-54.8532503,-28.48583934,-41.67±13.18,-0.664633354,-4.664878543,3.335611835,-0.66±4,101.4350704,101.3389704,101.5311704,101.44±0.1,Moderate Decline,Uncertain,Very Large,Moderate
Bronze-winged Jacana,Metopidius indicus,R,Least Concern,Schedule-IV,,,-1.339210733,-25.22536711,22.54694565,-1.34±23.89,-5.674597237,-9.068595672,-2.280598802,-5.67±3.39,101.0924268,101.0111268,101.1737268,101.09±0.08,Stable,Moderate Decline,Very Large,Low
Whimbrel,Numenius phaeopus,W/P,Least Concern,Schedule-IV,,Appendix II,-78.93920361,-95.75511321,-62.12329401,-78.94±16.82,-2.765751204,-15.90755709,10.37605469,-2.77±13.14,9.2757341,9.2350341,9.3164341,9.28±0.04,Strong Decline,Uncertain,Moderate,Moderate
Eurasian Curlew,Numenius arquata,W/P,Near Threatened,Schedule-IV,,Appendix II,-76.99343466,-89.42287373,-64.56399559,-76.99±12.43,0.460939282,-9.129301306,10.05117987,0.46±9.59,20.3281666,20.2726666,20.3836666,20.33±0.06,Strong Decline,Uncertain,Moderate,Moderate
Bar-tailed Godwit,Limosa lapponica,W/P,Near Threatened,Schedule-IV,,Appendix II,,,,,-1.176960607,-41.13668117,38.78275995,-1.18±39.96,6.2318059,6.1840059,6.2796059,6.23±0.05,Data Deficient,Uncertain,Moderate,Moderate
Black-tailed Godwit,Limosa limosa,W/P,Near Threatened,Schedule-IV,,Appendix II,-44.18370983,-64.14967244,-24.21774722,-44.18±19.97,-1.151502111,-7.127899692,4.82489547,-1.15±5.98,45.5374741,45.4679741,45.6069741,45.54±0.07,Stable,Uncertain,Large,Low
Ruddy Turnstone,Arenaria interpres,W/P,Least Concern,Schedule-IV,,Appendix II,,,,,-8.264662153,-20.08595443,3.556630127,-8.26±11.82,5.8204539,5.7764539,5.8644539,5.82±0.04,Data Deficient,Uncertain,Moderate,Low
Great Knot,Calidris tenuirostris,W/P,Endangered,Schedule-IV,,Appendix I,,,,,,,,,2.005601,1.953501,2.057701,2.01±0.05,Data Deficient,Data Deficient,Restricted,High
Ruff,Calidris pugnax,W/P,Least Concern,Schedule-IV,,Appendix II,-44.20096079,-68.02954508,-20.3723765,-44.2±23.83,-2.201677691,-9.256827808,4.853472426,-2.2±7.06,40.8440697,40.7741697,40.9139697,40.84±0.07,Stable,Uncertain,Large,Low
Broad-billed Sandpiper,Calidris falcinellus,W/P,Least Concern,Schedule-IV,,Appendix II,,,,,-13.53667831,-27.33773488,0.26437826,-13.54±13.8,3.4981429,3.4552429,3.5410429,3.5±0.04,Data Deficient,Uncertain,Restricted,Moderate
Curlew Sandpiper,Calidris ferruginea,W/P,Near Threatened,Schedule-IV,,Appendix II,-87.61995944,-96.27859229,-78.9613266,-87.62±8.66,-8.046671381,-17.75013712,1.656794358,-8.05±9.7,8.412309,8.366109,8.458509,8.41±0.05,Strong Decline,Uncertain,Moderate,Moderate
Temminck's Stint,Calidris temminckii,W/P,Least Concern,Schedule-IV,,Appendix II,-61.94188065,-74.40553972,-49.47822158,-61.94±12.46,3.658857933,-3.035545349,10.35326122,3.66±6.69,29.2548,29.2548,29.2548,29.25,Moderate Decline,Uncertain,Large,Moderate
Sanderling,Calidris alba,W/P,Least Concern,Schedule-IV,,Appendix II,,,,,-14.11212982,-23.06832942,-5.155930223,-14.11±8.96,6.3867962,6.3397962,6.4337962,6.39±0.05,Data Deficient,Strong Decline,Moderate,Moderate
Dunlin,Calidris alpina,W/P,Least Concern,Schedule-IV,,Appendix II,-79.19666008,-96.6250015,-61.76831866,-79.2±17.43,-6.967359543,-19.32952825,5.394809167,-6.97±12.36,9.0422014,8.9843014,9.1001014,9.04±0.06,Strong Decline,Uncertain,Moderate,Moderate
Little Stint,Calidris minuta,W/P,Least Concern,Schedule-IV,,Appendix II,-67.36791324,-77.57354984,-57.16227664,-67.37±10.21,-2.679510747,-7.774859043,2.415837549,-2.68±5.1,66.8255797,66.7414797,66.9096797,66.83±0.08,Strong Decline,Uncertain,Large,Moderate
Common Snipe,Gallinago gallinago,W/P,Least Concern,Schedule-IV,,Appendix II,-43.24536069,-62.46027214,-24.03044924,-43.25±19.21,-0.548039983,-6.128076314,5.031996348,-0.55±5.58,35.267,35.267,35.267,35.27,Stable,Uncertain,Large,Low
Pintail Snipe,Gallinago stenura,W/P,Least Concern,Schedule-IV,,Appendix II,-66.00270268,-88.68199689,-43.32340847,-66±22.68,-6.091148445,-15.14997908,2.967682187,-6.09±9.06,16.1755157,16.0989157,16.2521157,16.18±0.08,Moderate Decline,Uncertain,Moderate,Moderate
Terek Sandpiper,Xenus cinereus,W/P,Least Concern,Schedule-IV,,Appendix II,,,,,-8.201295182,-29.41290377,13.01031341,-8.2±21.21,5.5515645,5.5133645,5.5897645,5.55±0.04,Data Deficient,Uncertain,Moderate,Low
Common Sandpiper,Actitis hypoleucos,W/P,Least Concern,Schedule-IV,,Appendix II,-39.98326693,-50.35230133,-29.61423253,-39.98±10.37,-6.073131186,-8.511708796,-3.634553576,-6.07±2.44,95.9124,95.9124,95.9124,95.91,Moderate Decline,Strong Decline,Large,Moderate
Green Sandpiper,Tringa ochropus,W/P,Least Concern,Schedule-IV,,Appendix II,-49.55312431,-60.12374931,-38.98249931,-49.55±10.57,-1.487761632,-5.038074256,2.062550992,-1.49±3.55,134.9563595,134.8266595,135.0860595,134.96±0.13,Moderate Decline,Uncertain,Very Large,Moderate
Spotted Redshank,Tringa erythropus,W/P,Least Concern,Schedule-IV,,Appendix II,-57.59120467,-90.99643286,-24.18597648,-57.59±33.41,2.978606763,-12.38754697,18.34476049,2.98±15.37,35.8075993,35.7236993,35.8914993,35.81±0.08,Uncertain,Uncertain,Large,Low
Common Greenshank,Tringa nebularia,W/P,Least Concern,Schedule-IV,,Appendix II,-62.2191587,-71.47561724,-52.96270016,-62.22±9.26,-5.274410085,-9.074484979,-1.474335191,-5.27±3.8,91.7561731,91.6557731,91.8565731,91.76±0.1,Strong Decline,Moderate Decline,Large,High
Marsh Sandpiper,Tringa stagnatilis,W/P,Least Concern,Schedule-IV,,Appendix II,-57.96042004,-74.04493889,-41.87590119,-57.96±16.08,-3.567096226,-9.399881182,2.26568873,-3.57±5.83,33.1612,33.1612,33.1612,33.16,Moderate Decline,Uncertain,Large,Moderate
Wood Sandpiper,Tringa glareola,W/P,Least Concern,Schedule-IV,,Appendix II,-31.70956198,-45.90281896,-17.516305,-31.71±14.19,-4.418328437,-7.456688193,-1.379968681,-4.42±3.04,116.8556891,116.7642891,116.9470891,116.86±0.09,Stable,Moderate Decline,Very Large,Low
Common Redshank,Tringa totanus,W/P,Least Concern,Schedule-IV,,Appendix II,-62.14481726,-74.39189316,-49.89774136,-62.14±12.25,-5.074206417,-9.928965974,-0.21944686,-5.07±4.85,56.1909601,56.1181601,56.2637601,56.19±0.07,Moderate Decline,Uncertain,Large,Moderate
Yellow-legged Buttonquail,Turnix tanki,R,Least Concern,Schedule-IV,,,,,,,,,,,20.9791125,20.7778125,21.1804125,20.98±0.2,Data Deficient,Data Deficient,Moderate,Moderate
Barred Buttonquail,Turnix suscitator,R,Least Concern,Schedule-IV,,,2.405307365,-33.50837385,38.31898858,2.41±35.91,4.044543956,-2.420911733,10.50999965,4.04±6.47,79.3359405,79.2014405,79.4704405,79.34±0.13,Uncertain,Uncertain,Large,Low
Indian Courser,Cursorius coromandelicus,R,Least Concern,Schedule-IV,,,-62.50338327,-77.32577285,-47.68099369,-62.5±14.82,-11.888752,-16.35238945,-7.425114549,-11.89±4.46,31.7744561,31.6954561,31.8534561,31.77±0.08,Moderate Decline,Strong Decline,Large,Moderate
Jerdon's Courser,Rhinoptilus bitorquatus,R,Critically Endangered,Schedule-I,,,,,,,,,,,,,,,Data Deficient,Data Deficient,Data Deficient,High
Oriental Pratincole,Glareola maldivarum,LM,Least Concern,Schedule-IV,,,,,,,-10.72562148,-25.24139922,3.79015626,-10.73±14.52,3.4192606,3.3596606,3.4788606,3.42±0.06,Data Deficient,Uncertain,Restricted,Moderate
Little Pratincole,Glareola lactea,R,Least Concern,Schedule-IV,,,-68.93316934,-78.31460031,-59.55173837,-68.93±9.38,-4.23671904,-9.038489993,0.565051913,-4.24±4.8,73.054883,72.948083,73.161683,73.05±0.11,Strong Decline,Uncertain,Large,Moderate
Slender-billed Gull,Chroicocephalus genei,R,Least Concern,Schedule-IV,,Appendix II,,,,,-1.027254033,-17.2452413,15.19073324,-1.03±16.22,12.0476687,11.9889687,12.1063687,12.05±0.06,Data Deficient,Uncertain,Moderate,Low
Black-headed Gull,Chroicocephalus ridibundus,W/P,Least Concern,Schedule-IV,,,-63.37632345,-78.93526966,-47.81737724,-63.38±15.56,-4.83084673,-11.2503377,1.588644239,-4.83±6.42,29.6034722,29.5376722,29.6692722,29.6±0.07,Moderate Decline,Uncertain,Large,Moderate
Brown-headed Gull,Chroicocephalus brunnicephalus,LM,Least Concern,Schedule-IV,,,-73.38632935,-90.50098024,-56.27167846,-73.39±17.11,-2.401167315,-12.66466078,7.862326145,-2.4±10.26,33.367073,33.300873,33.433273,33.37±0.07,Strong Decline,Uncertain,Large,Moderate
Pallas's Gull,Ichthyaetus ichthyaetus,W/P,Least Concern,Schedule-IV,,,-41.98512401,-88.73039589,4.76014787,-41.99±46.75,-6.308954193,-17.92015126,5.302242877,-6.31±11.61,22.2858707,22.2229707,22.3487707,22.29±0.06,Uncertain,Uncertain,Moderate,Low
Lesser Black-backed Gull,Larus fuscus,W/P,Least Concern,Schedule-IV,,,-44.28148698,-92.18052563,3.61755167,-44.28±47.9,4.353349653,-13.20061959,21.90731889,4.35±17.55,10.0804307,10.0300307,10.1308307,10.08±0.05,Uncertain,Uncertain,Moderate,Low
Little Tern,Sternula albifrons,LM,Least Concern,Schedule-IV,,Appendix II,-75.35596569,-92.73522936,-57.97670202,-75.36±17.38,-5.856295049,-16.23409121,4.521501111,-5.86±10.38,5.8633419,5.7880419,5.9386419,5.86±0.08,Strong Decline,Uncertain,Moderate,Moderate
Gull-billed Tern,Gelochelidon nilotica,LM,Least Concern,Schedule-IV,,,-69.13008322,-83.07728862,-55.18287782,-69.13±13.95,3.030199859,-5.525293608,11.58569333,3.03±8.56,3.6441452,3.5955452,3.6927452,3.64±0.05,Strong Decline,Uncertain,Restricted,High
Caspian Tern,Hydroprogne caspia,R,Least Concern,Schedule-IV,,,-57.7250609,-89.32499328,-26.12512852,-57.73±31.6,2.976273077,-11.46105992,17.41360608,2.98±14.44,19.6859646,19.6304646,19.7414646,19.69±0.06,Moderate Decline,Uncertain,Moderate,Moderate
Whiskered Tern,Chlidonias hybrida,LM,Least Concern,Schedule-IV,,,-51.32306749,-66.3493557,-36.29677928,-51.32±15.03,-11.25310227,-14.64033231,-7.865872232,-11.25±3.39,16.9316365,16.8598365,17.0034365,16.93±0.07,Moderate Decline,Strong Decline,Moderate,Moderate
Common Tern,Sterna hirundo,LM,Least Concern,Schedule-IV,,,,,,,0.814251398,-16.05278684,17.68128964,0.81±16.87,8.0744032,8.0145032,8.1343032,8.07±0.06,Data Deficient,Uncertain,Moderate,Low
